referentiel,tgv_ref,cible_ref,cible_intitule,relation,justification
hitrust-csf-v11,S07.01,09.01,Encrypt all sensitive data in transit using TLS 1.2 or higher,tgv_plus_large,"S07.01 impose le chiffrement de TOUTES les données sensibles (RP/RPS) à la fois à l'entreposage ET en communication. L'intention de 09.01 (chiffrer les données sensibles en transit, TLS 1.2+) est entièrement incluse dans S07.01, qui la déborde par le chiffrement au repos. La spécification TLS 1.2+ n'est qu'un détail d'implémentation de la même intention. Superset confirme."
hitrust-csf-v11,S07.02,09.01,Encrypt all sensitive data in transit using TLS 1.2 or higher,recoupement_partiel,"Correction: superset est faux. S07.02 se limite aux communications ENTRE composantes de l'application et couvre tout trafic inter-composante, même non sensible; 09.01 vise toute donnée sensible en transit, y compris vers des points hors composantes (navigateur client, systèmes externes) que S07.02 n'atteint pas. Recouvrement réel sur les données sensibles inter-composantes, mais aucun n'inclut totalement l'autre -> intersect."
hitrust-csf-v11,S08.01,09.02,Implement certificate management processes for all TLS certificates,recoupement_partiel,"Correction: superset est faux. S08.01 documente la gestion de TOUTES les clés sur leur cycle de vie (plus large que les seuls certificats TLS), mais 09.02 exige des processus de gestion de certificats (émission via AC, chaînes/ancres de confiance, validation, révocation) qui débordent la gestion documentaire des clés. Recouvrement fort sur le cycle de vie du matériel cryptographique, sans inclusion totale de part et d'autre -> intersect."
hitrust-csf-v11,S09.01,02.07,Enforce automatic screen lock after a defined period of inactivity,recoupement_partiel,"Le volet 'écran vide' de S09.01 partage l'intention de 02.07: ne pas laisser un poste non surveillé exposer de l'information, le verrouillage de l'écran étant le moyen commun. S09.01 couvre en plus le bureau propre (documents physiques) et reste une politique sans imposer l'automatisme technique; 02.07 impose le verrouillage automatique après inactivité. Aucun n'inclut l'autre. Intersect confirme."
hitrust-csf-v11,S09.01,04.03,"Require screen lock with PIN, password, or biometric authentication",recoupement_partiel,"La politique d'écran vide impose de verrouiller les écrans laissés sans surveillance (intention comportementale du verrouillage d'écran), mais reste au niveau politique, couvre aussi bureaux/documents et ne prescrit pas l'authentification PIN/biométrie au niveau de l'appareil. Recouvrement partiel: intersect correct."
hitrust-csf-v11,S09.07,06.03,Document and enforce a change management process with approval workflows,tgv_plus_etroit,"Le processus documenté de gestion des changements de l'application relève directement de l'intention du 06.03 (processus de change management avec approbations). Relation corrigée equal -> subset: le critère est limité à 'votre application' et n'exige explicitement que la documentation, alors que 06.03 couvre l'ensemble des systèmes et impose en plus l'application effective (enforce) et des workflows d'approbation. Le TGV est donc strictement inclus dans le 06.03."
hitrust-csf-v11,S09.07,06.10,"Document all changes with justification, approval, and rollback procedures",tgv_plus_large,"Un processus documenté de gestion des changements englobe la documentation de chaque changement avec justification, approbation et procédure de retour arrière, plus les éléments de gouvernance (rôles, workflow, revue) absents du 06.10. Il est donc plus large que les seuls artefacts par-changement du 06.10. Superset défendable."
hitrust-csf-v11,S09.09,02.02,Enforce automatic operating system and application patching,recoupement_partiel,"S09.09 exige un programme continu de gestion des vulnérabilités dont la remédiation par correctifs est la sortie principale; 02.02 automatisé le patching OS/apps des postes. Recouvrement substantiel et reconnu sur la remédiation par correctifs (pas un simple mot-clé). S09.09 est plus large (identification, priorisation, remédiation) sans exiger l'automatisme; 02.02 est plus spécifique (automatisation, postes). Intersect confirme."
hitrust-csf-v11,S09.09,07.01,Conduct vulnerability scans on all in-scope systems at least quarterly,tgv_plus_large,"Un plan de gestion continue des vulnérabilités intègre nécessairement la détection périodique (balayages) comme mécanisme de base; il couvre l'intention du scan trimestriel tout en étant plus large (identification, évaluation, remédiation, suivi). Portée TGV plus large que le seul balayage -> superset."
hitrust-csf-v11,S09.09,07.07,Track and report vulnerability remediation metrics,recoupement_partiel,"La gestion continue des vulnérabilités impliqué intrinsèquement le suivi de l'état de remédiation des vulnérabilités, recoupant le suivi/rapport de 07.07; ce dernier ajoute toutefois l'exigence explicite de métriques et de reporting non garantie par le seul plan. Recouvrement partiel -> intersect."
hitrust-csf-v11,S09.09,07.10,Document risk acceptance for vulnerabilities that cannot be immediately remediated,recoupement_partiel,"Le plan de gestion continue traite les vulnérabilités non immédiatement corrigeables (atténuation/acceptation), recoupant la documentation d'acceptation du risque de 07.10; celui-ci exige spécifiquement la documentation formelle de l'acceptation, non explicitement garantie par le plan. Recouvrement partiel -> intersect."
hitrust-csf-v11,S09.10,02.02,Enforce automatic operating system and application patching,recoupement_partiel,"S09.10 impose l'application prompte des correctifs de sécurité à toutes les composantes; 02.02 exige un patching automatique OS/applications des postes. Intention commune réelle: maintenir les systèmes corrigés contre les vulnérabilités connues. Aucun n'inclut totalement l'autre — S09.10 est plus large en portée (toutes composantes, pas seulement les postes) mais n'exige pas l'automatisation, tandis que 02.02 impose l'automatisme mais se limite aux postes/OS/apps. Intersect confirme."
hitrust-csf-v11,S09.10,07.03,Remediate critical vulnerabilities within 15 days of discovery,tgv_plus_large,"L'application des correctifs de sécurité à toute composante dans les meilleurs délais couvre la remédiation des vulnérabilités critiques (le correctif en est le moyen principal) et va au-delà: toutes sévérités, sans le seuil précis de 15 jours. Portée TGV plus large -> superset."
hitrust-csf-v11,S09.10,07.04,Remediate high vulnerabilities within 30 days of discovery,tgv_plus_large,"Même critère de patch prompt appliqué à toute composante: couvre la remédiation des vulnérabilités elevees et l'excède (toutes sévérités, pas de seuil de 30 jours). Portée TGV plus large -> superset."
hitrust-csf-v11,S09.10,07.09,Implement a process for emergency/out-of-band patching,tgv_plus_large,Appliquer les correctifs dans les meilleurs délais à toute composante englobe le correctif d'urgence/hors bande (cas particulier de patch prompt) tout en couvrant l'ensemble du patching de sécurité. Portée TGV plus large -> superset.
hitrust-csf-v11,S09.11,05.07,Document wireless network architecture and security configurations,tgv_plus_large,S09.11 exige de documenter l'ensemble des composantes de l'application ET de son environnement — documentation exhaustive qui englobe l'architecture et la configuration du réseau sans fil. 05.07 ne vise que le volet sans-fil. Le critère TGV englobe et dépasse le contrôle.
hitrust-csf-v11,S10.04,11.07,Log and monitor all privileged access activity,recoupement_partiel,"S10.04 exige la journalisation de toute activité de l'application (incl. administration) -- plus large que les seuls accès privilégiés -- mais se limite à journaliser, sans la composante surveillance de 11.07. Aucun n'inclut totalement l'autre. Correction superset -> intersect."
hitrust-csf-v11,S10.04,12.01,Enable audit logging on all in-scope systems and applications,recoupement_partiel,"S10.04 impose de journaliser toute activité de l'application (pilote/admin inclus), donc active la journalisation pour un des systèmes visés par 12.01, mais reste limité à l'application et déborde vers le contenu du journal (acteur/moment/nature); ni l'un ni l'autre ne se contient totalement."
hitrust-csf-v11,S10.04,12.07,"Include the following in audit logs: user ID, timestamp, event type, success/failure, source",recoupement_partiel,"S10.04 exige d'identifier l'acteur, le moment et la nature de l'activité (proche de userID, horodatage, type d'événement) mais omet le succès/échec et la source, et ajoute 'informations concernées'; recouvrement partiel des champs requis par 12.07."
hitrust-csf-v11,S10.05,12.02,Collect logs centrally using a SIEM or log management platform,recoupement_partiel,"S10.05 permet de filtrer/analyser les journaux et de les extraire en format standard vers un système tiers, ce qui alimente une collecte centrale/SIEM sans l'imposer; recouvrement partiel (S10.05 ajoute l'analyse, 12.02 impose la centralisation)."
hitrust-csf-v11,S10.06,12.04,Monitor logs for security events and anomalies in near-real-time,recoupement_partiel,S10.06 détecte les comportements anormaux et incidents de sécurité potentiels (recoupe la surveillance des anomalies de 12.04) mais ajoute la fonction d'alerte; ni inclusion totale ni portée identique.
hitrust-csf-v11,S10.06,12.05,Implement automated alerting for critical security events,recoupement_partiel,"S10.06 signale par alerte aux pilotes les incidents de sécurité potentiels, recoupant l'alerte automatisée sur événements critiques de 12.05; S10.06 vise aussi des comportements anormaux plus larges tandis que 12.05 insiste sur l'automatisation et la criticité."
hitrust-csf-v11,S10.07,05.05,Implement wireless intrusion detection/prevention systems (WIDS/WIPS),recoupement_partiel,"Recouvrement réel sur la détection d'intrusion. S10.07 impose des systèmes de détection d'intrusion pour l'application et son environnement; 05.05 vise un WIDS/WIPS spécialisé (points d'accès pirates, attaques RF, avec volet prévention). Un IDS applicatif générique ne garantit pas la surveillance RF/anti-rogue, et le WIDS/WIPS ne couvre pas l'application: aucun n'inclut totalement l'autre."
